Features;NSHAP-Value
hyperlipidemia:No,coronary.artery.disease:No,copd:No,dementia:No;0.0001
hyperlipidemia:No,coronary.artery.disease:No,copd:No,cancer:No;False
hyperlipidemia:No,coronary.artery.disease:No,dementia:No,cancer:No;0.0001
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,hepatitis:No;False
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,asthma:No;False
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,copd:No;False
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,dementia:No;-0.0001
hyperlipidemia:No,chf:No,cerebrovascular.disease:No,cancer:No;False
hyperlipidemia:No,chf:No,hepatitis:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,chf:No,hepatitis:No,chronic.kidney.disease:No;False
hyperlipidemia:No,chf:No,hepatitis:No,asthma:No;False
hyperlipidemia:No,chf:No,hepatitis:No,copd:No;False
hyperlipidemia:No,chf:No,hepatitis:No,dementia:No;False
hyperlipidemia:No,chf:No,hepatitis:No,cancer:No;False
hyperlipidemia:No,chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
hyperlipidemia:No,chf:No,endstage:55.00.renal.disease,asthma:No;False
hyperlipidemia:No,chf:No,endstage:55.00.renal.disease,copd:No;False
hyperlipidemia:No,chf:No,endstage:55.00.renal.disease,dementia:No;False
hyperlipidemia:No,chf:No,endstage:55.00.renal.disease,cancer:No;False
hyperlipidemia:No,chf:No,chronic.kidney.disease:No,asthma:No;-0.0001
hyperlipidemia:No,chf:No,chronic.kidney.disease:No,copd:No;-0.0001
hyperlipidemia:No,chf:No,chronic.kidney.disease:No,dementia:No;False
hyperlipidemia:No,chf:No,chronic.kidney.disease:No,cancer:No;False
hyperlipidemia:No,chf:No,asthma:No,copd:No;-0.0002
hyperlipidemia:No,chf:No,asthma:No,dementia:No;False
hyperlipidemia:No,chf:No,asthma:No,cancer:No;False
hyperlipidemia:No,chf:No,copd:No,dementia:No;False
hyperlipidemia:No,chf:No,copd:No,cancer:No;False
hyperlipidemia:No,chf:No,dementia:No,cancer:No;0.0001
hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No,copd:No;False
hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
hyperlipidemia:No,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
hyperlipidemia:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
hyperlipidemia:No,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
hyperlipidemia:No,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
hyperlipidemia:No,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
hyperlipidemia:No,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
hyperlipidemia:No,cerebrovascular.disease:No,asthma:No,copd:No;False
hyperlipidemia:No,cerebrovascular.disease:No,asthma:No,dementia:No;False
hyperlipidemia:No,cerebrovascular.disease:No,asthma:No,cancer:No;False
hyperlipidemia:No,cerebrovascular.disease:No,copd:No,dementia:No;False
hyperlipidemia:No,cerebrovascular.disease:No,copd:No,cancer:No;False
hyperlipidemia:No,cerebrovascular.disease:No,dementia:No,cancer:No;False
hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
hyperlipidemia:No,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
hyperlipidemia:No,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
hyperlipidemia:No,hepatitis:No,chronic.kidney.disease:No,copd:No;False
hyperlipidemia:No,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
hyperlipidemia:No,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
hyperlipidemia:No,hepatitis:No,asthma:No,copd:No;False
hyperlipidemia:No,hepatitis:No,asthma:No,dementia:No;False
hyperlipidemia:No,hepatitis:No,asthma:No,cancer:No;False
hyperlipidemia:No,hepatitis:No,copd:No,dementia:No;False
hyperlipidemia:No,hepatitis:No,copd:No,cancer:No;False
hyperlipidemia:No,hepatitis:No,dementia:No,cancer:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,asthma:No,copd:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,asthma:No,dementia:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,asthma:No,cancer:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,copd:No,dementia:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,copd:No,cancer:No;False
hyperlipidemia:No,endstage:55.00.renal.disease,dementia:No,cancer:No;False
hyperlipidemia:No,chronic.kidney.disease:No,asthma:No,copd:No;-0.0001
hyperlipidemia:No,chronic.kidney.disease:No,asthma:No,dementia:No;False
hyperlipidemia:No,chronic.kidney.disease:No,asthma:No,cancer:No;False
hyperlipidemia:No,chronic.kidney.disease:No,copd:No,dementia:No;False
hyperlipidemia:No,chronic.kidney.disease:No,copd:No,cancer:No;False
hyperlipidemia:No,chronic.kidney.disease:No,dementia:No,cancer:No;False
hyperlipidemia:No,asthma:No,copd:No,dementia:No;False
hyperlipidemia:No,asthma:No,copd:No,cancer:No;False
hyperlipidemia:No,asthma:No,dementia:No,cancer:No;False
hyperlipidemia:No,copd:No,dementia:No,cancer:No;False
diabetes:Yes,coronary.artery.disease:No,chf:No,cerebrovascular.disease:No;False
diabetes:Yes,coronary.artery.disease:No,chf:No,hepatitis:No;False
diabetes:Yes,coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease;0.0001
diabetes:Yes,coronary.artery.disease:No,chf:No,chronic.kidney.disease:No;-0.0003
diabetes:Yes,coronary.artery.disease:No,chf:No,asthma:No;-0.0005
diabetes:Yes,coronary.artery.disease:No,chf:No,copd:No;-0.0003
diabetes:Yes,coronary.artery.disease:No,chf:No,dementia:No;-0.0006
diabetes:Yes,coronary.artery.disease:No,chf:No,cancer:No;-0.0005
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No;False
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;0.0001
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No;False
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No;0.0001
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,copd:No;False
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,dementia:No;-0.0003
diabetes:Yes,coronary.artery.disease:No,cerebrovascular.disease:No,cancer:No;False
diabetes:Yes,coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
diabetes:Yes,coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No;False
diabetes:Yes,coronary.artery.disease:No,hepatitis:No,asthma:No;False
diabetes:Yes,coronary.artery.disease:No,hepatitis:No,copd:No;False
diabetes:Yes,coronary.artery.disease:No,hepatitis:No,dementia:No;False
diabetes:Yes,coronary.artery.disease:No,hepatitis:No,cancer:No;False
diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No;False
diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No;False
diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,dementia:No;0.0001
diabetes:Yes,coronary.artery.disease:No,endstage:55.00.renal.disease,cancer:No;False
diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No;False
diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,copd:No;0.0001
diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,dementia:No;-0.0003
diabetes:Yes,coronary.artery.disease:No,chronic.kidney.disease:No,cancer:No;-0.0001
diabetes:Yes,coronary.artery.disease:No,asthma:No,copd:No;0.0003
diabetes:Yes,coronary.artery.disease:No,asthma:No,dementia:No;0.0001
diabetes:Yes,coronary.artery.disease:No,asthma:No,cancer:No;False
diabetes:Yes,coronary.artery.disease:No,copd:No,dementia:No;False
diabetes:Yes,coronary.artery.disease:No,copd:No,cancer:No;-0.0002
diabetes:Yes,coronary.artery.disease:No,dementia:No,cancer:No;-0.0004
diabetes:Yes,chf:No,cerebrovascular.disease:No,hepatitis:No;False
diabetes:Yes,chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
diabetes:Yes,chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No;0.0001
diabetes:Yes,chf:No,cerebrovascular.disease:No,asthma:No;False
diabetes:Yes,chf:No,cerebrovascular.disease:No,copd:No;False
diabetes:Yes,chf:No,cerebrovascular.disease:No,dementia:No;0.0001
diabetes:Yes,chf:No,cerebrovascular.disease:No,cancer:No;False
diabetes:Yes,chf:No,hepatitis:No,endstage:55.00.renal.disease;False
diabetes:Yes,chf:No,hepatitis:No,chronic.kidney.disease:No;False
diabetes:Yes,chf:No,hepatitis:No,asthma:No;False
diabetes:Yes,chf:No,hepatitis:No,copd:No;False
diabetes:Yes,chf:No,hepatitis:No,dementia:No;False
diabetes:Yes,chf:No,hepatitis:No,cancer:No;False
diabetes:Yes,chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
diabetes:Yes,chf:No,endstage:55.00.renal.disease,asthma:No;False
diabetes:Yes,chf:No,endstage:55.00.renal.disease,copd:No;False
diabetes:Yes,chf:No,endstage:55.00.renal.disease,dementia:No;False
diabetes:Yes,chf:No,endstage:55.00.renal.disease,cancer:No;False
diabetes:Yes,chf:No,chronic.kidney.disease:No,asthma:No;False
diabetes:Yes,chf:No,chronic.kidney.disease:No,copd:No;False
diabetes:Yes,chf:No,chronic.kidney.disease:No,dementia:No;False
diabetes:Yes,chf:No,chronic.kidney.disease:No,cancer:No;False
diabetes:Yes,chf:No,asthma:No,copd:No;0.0001
diabetes:Yes,chf:No,asthma:No,dementia:No;0.0001
diabetes:Yes,chf:No,asthma:No,cancer:No;False
diabetes:Yes,chf:No,copd:No,dementia:No;False
diabetes:Yes,chf:No,copd:No,cancer:No;False
diabetes:Yes,chf:No,dementia:No,cancer:No;False
diabetes:Yes,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
diabetes:Yes,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
diabetes:Yes,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
diabetes:Yes,cerebrovascular.disease:No,hepatitis:No,copd:No;False
diabetes:Yes,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
diabetes:Yes,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
diabetes:Yes,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
diabetes:Yes,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
diabetes:Yes,cerebrovascular.disease:No,asthma:No,copd:No;False
diabetes:Yes,cerebrovascular.disease:No,asthma:No,dementia:No;False
diabetes:Yes,cerebrovascular.disease:No,asthma:No,cancer:No;False
diabetes:Yes,cerebrovascular.disease:No,copd:No,dementia:No;False
diabetes:Yes,cerebrovascular.disease:No,copd:No,cancer:No;False
diabetes:Yes,cerebrovascular.disease:No,dementia:No,cancer:No;-0.0001
diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
diabetes:Yes,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
diabetes:Yes,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
diabetes:Yes,hepatitis:No,chronic.kidney.disease:No,copd:No;False
diabetes:Yes,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
diabetes:Yes,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
diabetes:Yes,hepatitis:No,asthma:No,copd:No;False
diabetes:Yes,hepatitis:No,asthma:No,dementia:No;False
diabetes:Yes,hepatitis:No,asthma:No,cancer:No;False
diabetes:Yes,hepatitis:No,copd:No,dementia:No;False
diabetes:Yes,hepatitis:No,copd:No,cancer:No;False
diabetes:Yes,hepatitis:No,dementia:No,cancer:No;False
diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
diabetes:Yes,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
diabetes:Yes,endstage:55.00.renal.disease,asthma:No,copd:No;False
diabetes:Yes,endstage:55.00.renal.disease,asthma:No,dementia:No;False
diabetes:Yes,endstage:55.00.renal.disease,asthma:No,cancer:No;False
diabetes:Yes,endstage:55.00.renal.disease,copd:No,dementia:No;False
diabetes:Yes,endstage:55.00.renal.disease,copd:No,cancer:No;False
diabetes:Yes,endstage:55.00.renal.disease,dementia:No,cancer:No;False
diabetes:Yes,chronic.kidney.disease:No,asthma:No,copd:No;False
diabetes:Yes,chronic.kidney.disease:No,asthma:No,dementia:No;False
diabetes:Yes,chronic.kidney.disease:No,asthma:No,cancer:No;False
diabetes:Yes,chronic.kidney.disease:No,copd:No,dementia:No;False
diabetes:Yes,chronic.kidney.disease:No,copd:No,cancer:No;False
diabetes:Yes,chronic.kidney.disease:No,dementia:No,cancer:No;-0.0001
diabetes:Yes,asthma:No,copd:No,dementia:No;False
diabetes:Yes,asthma:No,copd:No,cancer:No;False
diabetes:Yes,asthma:No,dementia:No,cancer:No;False
diabetes:Yes,copd:No,dementia:No,cancer:No;False
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,hepatitis:No;False
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease;False
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No;0.0002
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,asthma:No;False
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,copd:No;False
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,dementia:No;False
coronary.artery.disease:No,chf:No,cerebrovascular.disease:No,cancer:No;0.0001
coronary.artery.disease:No,chf:No,hepatitis:No,endstage:55.00.renal.disease;0.0001
coronary.artery.disease:No,chf:No,hepatitis:No,chronic.kidney.disease:No;0.0001
coronary.artery.disease:No,chf:No,hepatitis:No,asthma:No;False
coronary.artery.disease:No,chf:No,hepatitis:No,copd:No;False
coronary.artery.disease:No,chf:No,hepatitis:No,dementia:No;False
coronary.artery.disease:No,chf:No,hepatitis:No,cancer:No;False
coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;0.0002
coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease,asthma:No;False
coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease,copd:No;False
coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease,dementia:No;False
coronary.artery.disease:No,chf:No,endstage:55.00.renal.disease,cancer:No;False
coronary.artery.disease:No,chf:No,chronic.kidney.disease:No,asthma:No;-0.0003
coronary.artery.disease:No,chf:No,chronic.kidney.disease:No,copd:No;0.0001
coronary.artery.disease:No,chf:No,chronic.kidney.disease:No,dementia:No;False
coronary.artery.disease:No,chf:No,chronic.kidney.disease:No,cancer:No;0.0002
coronary.artery.disease:No,chf:No,asthma:No,copd:No;0.0007
coronary.artery.disease:No,chf:No,asthma:No,dementia:No;-0.0001
coronary.artery.disease:No,chf:No,asthma:No,cancer:No;False
coronary.artery.disease:No,chf:No,copd:No,dementia:No;-0.0001
coronary.artery.disease:No,chf:No,copd:No,cancer:No;0.0002
coronary.artery.disease:No,chf:No,dementia:No,cancer:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No,copd:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;-0.0001
coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No,copd:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No,dementia:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,asthma:No,cancer:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,copd:No,dementia:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,copd:No,cancer:No;False
coronary.artery.disease:No,cerebrovascular.disease:No,dementia:No,cancer:No;-0.0001
coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
coronary.artery.disease:No,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No,copd:No;False
coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
coronary.artery.disease:No,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
coronary.artery.disease:No,hepatitis:No,asthma:No,copd:No;False
coronary.artery.disease:No,hepatitis:No,asthma:No,dementia:No;False
coronary.artery.disease:No,hepatitis:No,asthma:No,cancer:No;False
coronary.artery.disease:No,hepatitis:No,copd:No,dementia:No;False
coronary.artery.disease:No,hepatitis:No,copd:No,cancer:No;False
coronary.artery.disease:No,hepatitis:No,dementia:No,cancer:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No,copd:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No,dementia:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,asthma:No,cancer:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No,dementia:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,copd:No,cancer:No;False
coronary.artery.disease:No,endstage:55.00.renal.disease,dementia:No,cancer:No;False
coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No,copd:No;-0.0001
coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No,dementia:No;False
coronary.artery.disease:No,chronic.kidney.disease:No,asthma:No,cancer:No;False
coronary.artery.disease:No,chronic.kidney.disease:No,copd:No,dementia:No;False
coronary.artery.disease:No,chronic.kidney.disease:No,copd:No,cancer:No;False
coronary.artery.disease:No,chronic.kidney.disease:No,dementia:No,cancer:No;False
coronary.artery.disease:No,asthma:No,copd:No,dementia:No;0.0001
coronary.artery.disease:No,asthma:No,copd:No,cancer:No;False
coronary.artery.disease:No,asthma:No,dementia:No,cancer:No;False
coronary.artery.disease:No,copd:No,dementia:No,cancer:No;False
chf:No,cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease;False
chf:No,cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No;False
chf:No,cerebrovascular.disease:No,hepatitis:No,asthma:No;False
chf:No,cerebrovascular.disease:No,hepatitis:No,copd:No;False
chf:No,cerebrovascular.disease:No,hepatitis:No,dementia:No;False
chf:No,cerebrovascular.disease:No,hepatitis:No,cancer:No;False
chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,asthma:No;False
chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,copd:No;False
chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,dementia:No;False
chf:No,cerebrovascular.disease:No,endstage:55.00.renal.disease,cancer:No;False
chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No,asthma:No;False
chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No,copd:No;False
chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No,dementia:No;False
chf:No,cerebrovascular.disease:No,chronic.kidney.disease:No,cancer:No;False
chf:No,cerebrovascular.disease:No,asthma:No,copd:No;False
chf:No,cerebrovascular.disease:No,asthma:No,dementia:No;False
chf:No,cerebrovascular.disease:No,asthma:No,cancer:No;False
chf:No,cerebrovascular.disease:No,copd:No,dementia:No;False
chf:No,cerebrovascular.disease:No,copd:No,cancer:No;False
chf:No,cerebrovascular.disease:No,dementia:No,cancer:No;False
chf:No,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
chf:No,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
chf:No,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
chf:No,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
chf:No,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
chf:No,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
chf:No,hepatitis:No,chronic.kidney.disease:No,copd:No;False
chf:No,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
chf:No,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
chf:No,hepatitis:No,asthma:No,copd:No;False
chf:No,hepatitis:No,asthma:No,dementia:No;False
chf:No,hepatitis:No,asthma:No,cancer:No;False
chf:No,hepatitis:No,copd:No,dementia:No;False
chf:No,hepatitis:No,copd:No,cancer:No;False
chf:No,hepatitis:No,dementia:No,cancer:No;False
chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;-0.0001
chf:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
chf:No,endstage:55.00.renal.disease,asthma:No,copd:No;False
chf:No,endstage:55.00.renal.disease,asthma:No,dementia:No;False
chf:No,endstage:55.00.renal.disease,asthma:No,cancer:No;False
chf:No,endstage:55.00.renal.disease,copd:No,dementia:No;False
chf:No,endstage:55.00.renal.disease,copd:No,cancer:No;False
chf:No,endstage:55.00.renal.disease,dementia:No,cancer:No;False
chf:No,chronic.kidney.disease:No,asthma:No,copd:No;-0.0001
chf:No,chronic.kidney.disease:No,asthma:No,dementia:No;False
chf:No,chronic.kidney.disease:No,asthma:No,cancer:No;False
chf:No,chronic.kidney.disease:No,copd:No,dementia:No;False
chf:No,chronic.kidney.disease:No,copd:No,cancer:No;False
chf:No,chronic.kidney.disease:No,dementia:No,cancer:No;False
chf:No,asthma:No,copd:No,dementia:No;False
chf:No,asthma:No,copd:No,cancer:No;False
chf:No,asthma:No,dementia:No,cancer:No;False
chf:No,copd:No,dementia:No,cancer:No;False
cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease,chronic.kidney.disease:No;False
cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease,asthma:No;False
cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease,copd:No;False
cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease,dementia:No;False
cerebrovascular.disease:No,hepatitis:No,endstage:55.00.renal.disease,cancer:No;False
cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No,asthma:No;False
cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No,copd:No;False
cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No,dementia:No;False
cerebrovascular.disease:No,hepatitis:No,chronic.kidney.disease:No,cancer:No;False
cerebrovascular.disease:No,hepatitis:No,asthma:No,copd:No;False
cerebrovascular.disease:No,hepatitis:No,asthma:No,dementia:No;False
cerebrovascular.disease:No,hepatitis:No,asthma:No,cancer:No;False
cerebrovascular.disease:No,hepatitis:No,copd:No,dementia:No;False
cerebrovascular.disease:No,hepatitis:No,copd:No,cancer:No;False
cerebrovascular.disease:No,hepatitis:No,dementia:No,cancer:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,asthma:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,copd:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,dementia:No;False
cerebrovascular.disease:No,endstage:55.00.renal.disease,chronic.kidney.disease:No,cancer:No;False
